,y,yp
0,104800.0,200623.3736732541
1,101300.0,98178.03368790944
2,123500.0,96898.24184115676
3,123300.0,122912.15149756837
4,89000.0,122361.17324023244
5,98700.0,83987.51967845592
6,57300.0,96436.35427504573
7,142600.0,50230.868259327406
8,111500.0,145053.16251097733
9,126800.0,109661.57654367933
10,106300.0,127121.3713966562
11,101100.0,104362.22583384717
12,78500.0,99233.74206867792
13,136100.0,74719.40142642212
14,90200.0,137649.90567780702
15,146000.0,86741.0280138984
16,109700.0,147809.04974620673
