,y,yp
0,12299.2,12633.587712470291
1,12813.0,12358.014557188393
2,13114.2,12915.67449355302
3,12723.2,13228.608284393516
4,12565.4,12785.837993857482
5,12612.2,12620.47332988934
6,11908.2,12675.539252404738
7,12166.2,11879.14082381642
8,12042.6,12202.324651761724
9,11819.6,12068.092325608071
10,11805.4,11811.971588859265
11,11956.8,11824.12532902214
12,12376.6,11996.187590554195
13,12821.4,12447.566603423384
14,12893.0,12916.805484689541
15,12930.4,12978.865244646411
16,12830.8,13009.694568060822
