,y,yp
0,103000.0,108754.77363275591
1,112000.0,101842.83333606129
2,96000.0,112046.71770933607
3,55000.0,94193.97222342275
4,117000.0,48544.59528299587
5,109000.0,118469.17281666897
6,111000.0,109042.79111368489
7,100000.0,111207.06346940291
8,111000.0,98981.92377311346
9,106000.0,111277.04192060223
10,137000.0,105678.85225247267
11,116000.0,138991.81043442542
12,104000.0,115232.54660251243
13,109000.0,102677.15455456311
14,91000.0,108584.17198321443
15,62000.0,88603.95938436892
16,109000.0,56996.83862210762
