,y,yp
0,10038.5,9995.032724339822
1,10100.5,10042.719243810048
2,10093.0,10108.59642821675
3,10099.0,10098.332612850401
4,10123.5,10105.201011208259
5,10116.5,10130.859791045004
6,10139.0,10121.996933985538
7,10264.0,10146.134095724872
8,10178.5,10279.894821558131
9,10202.5,10181.64628893555
10,10238.0,10209.661360483993
11,10203.0,10247.564961473328
12,10263.0,10208.822823181898
13,10258.0,10272.971708048772
14,10295.5,10266.5125360393
15,10367.5,10305.852832481904
16,10256.5,10381.334957002038
