,y,yp
0,12052.0,14522.162064896873
1,12797.0,11782.948322353506
2,14287.0,12624.115357277962
3,13932.0,14214.085616930755
4,15662.0,13825.541020242286
5,14400.0,15654.562560739065
6,13661.0,14286.698611330195
7,14770.0,13531.480875245377
8,15566.0,14717.062314556837
9,14630.0,15551.383365687692
10,15223.0,14541.312754219567
11,15246.0,15183.710371903837
12,17273.0,15207.212177910289
13,17718.0,17333.254756431277
14,26128.0,17786.046417597237
15,13008.0,26646.238906008388
16,18169.0,12243.584901007169
