,y,yp
0,10406.0,10905.59214410481
1,10440.0,10391.737253783716
2,10781.0,10438.538079835302
3,10503.0,10807.137686193562
4,10638.0,10494.448048766515
5,10646.0,10650.822460057707
6,10283.0,10658.149088513755
7,10565.0,10260.07001069213
8,10837.0,10575.88152448322
9,10647.0,10863.036774627482
10,10859.0,10652.660231037024
11,10902.0,10881.374020760744
12,10695.0,10924.48574310225
13,11052.0,10697.360795537395
14,11043.0,11080.306518938136
15,10756.0,11067.365185741459
16,10840.0,10756.679922054745
