,y,yp
0,133264.0,115612.425136121
1,115598.0,135177.2300173073
2,98100.0,115207.39241355742
3,129444.0,96396.34506248934
4,134163.0,130986.78389721188
5,142448.0,135440.46108131076
6,116690.0,143757.39218920923
7,103336.0,115667.86994863526
8,91859.0,101978.58575358383
9,116589.0,90226.06273128102
10,102222.0,116839.18496836294
11,121851.0,101075.22843237029
12,124004.0,122299.46803421377
13,132424.0,124451.1645603011
14,121735.0,133280.21795411187
15,131634.0,121658.29240278034
16,137109.0,132299.6911127784
