,y,yp
0,21125.3,21431.40110316026
1,23484.9,21005.219437644202
2,23172.9,23629.82034675983
3,21617.5,23244.195932106148
4,27054.8,21509.72443399781
5,25033.7,27422.740623690857
6,24483.3,25127.849671446736
7,27235.1,24551.844961542287
8,18839.3,27516.261582938834
9,14577.0,18327.38875165455
10,23276.6,13910.579293463436
11,24211.1,23420.13273915064
12,26826.7,24353.717288133936
13,24715.1,27092.347609714183
14,29435.0,24772.427259006272
15,27360.9,29792.438109416555
16,31969.7,27513.04682180374
