,y,yp
0,95332.0,93958.61960478476
1,95657.0,96232.83359966216
2,98009.0,96479.38089665271
3,92451.0,98970.89732009184
4,104821.0,92671.00022509627
5,99802.0,106131.07386706446
6,105658.0,100412.67739620352
7,109998.0,106842.1100743089
8,96503.0,111221.46052882477
9,93258.0,96485.7247210008
10,117407.0,93300.30480082435
11,113309.0,118834.53074350608
12,113675.0,114121.54934819954
13,114936.0,114612.96321815558
14,114120.0,115934.23327274605
15,105787.0,114989.5508908559
16,116476.0,105684.7872561738
