,y,yp
0,10980.0,10977.990222293301
1,11000.0,10998.224350663688
2,11050.0,11018.245641214247
3,11050.0,11070.075587535703
4,11110.0,11068.41376752745
5,11090.0,11130.522053774843
6,11040.0,11107.469566964914
7,11010.0,11051.052851314933
8,11020.0,11020.434961909787
9,10980.0,11030.913978980172
10,10990.0,10984.326991159931
11,11050.0,10999.637079536551
12,10910.0,11063.71637575423
13,10960.0,10905.668500016736
14,10920.0,10966.030073327727
15,10900.0,10922.184972684146
16,10890.0,10902.815507207677
