,y,yp
0,230767.0,215063.13685500098
1,162118.0,236464.37029074738
2,152117.0,160798.9244067014
3,167278.0,150762.85317456722
4,150125.0,167656.14574700827
5,176459.0,148942.75612909626
6,129873.0,177732.0765988748
7,139330.0,126205.56679229582
8,171800.0,137725.28218061628
9,92800.0,173132.61534995868
10,147050.0,85501.18342640792
11,191652.0,146927.65300936258
12,123530.0,194439.20685572748
13,118178.0,119149.70981714156
14,239624.0,115145.10891282457
15,212619.0,244863.05309063272
16,226720.0,214757.1438726204
