,y,yp
0,1939450.0,1115561.9171117027
1,630177.0,1993208.3724729298
2,913313.0,484976.11545585305
3,1617990.0,849995.136901356
4,622073.0,1661596.77134637
5,915206.0,502127.79260095494
6,1282970.0,871041.4202891195
7,1267910.0,1294231.8638858276
8,1206720.0,1265521.9517223558
9,1406860.0,1194881.3700676404
10,688207.0,1418835.933123354
11,516501.0,602358.864610658
12,1378010.0,434607.087627078
13,840271.0,1401813.5775194026
14,437741.0,788719.9276146899
15,556951.0,358378.82794736756
16,700000.0,505527.44793847867
