,y,yp
0,28411.0,25862.997460348703
1,31064.0,28542.062784261285
2,29386.0,31414.545267217844
3,30546.0,29479.397415929867
4,26436.0,30766.248901232015
5,28118.0,26133.912261648544
6,32409.0,28139.223169910518
7,30539.0,32779.29513231671
8,31875.0,30660.1600171939
9,30021.0,32125.83039934979
10,31097.0,30068.630095686593
11,28051.0,31259.551669915763
12,28746.0,27867.841849684773
13,35370.0,28731.142128514708
14,37501.0,35799.105432134245
15,37691.0,38005.46437032473
16,31395.0,38134.91574894581
