,y,yp
0,1619.61,1584.1489522550908
1,1474.39,1626.6409133108357
2,1553.72,1469.7648582816257
3,1011.83,1557.1884096876613
4,1308.33,972.1962321265714
5,1040.07,1301.5244978022724
6,1593.39,1009.5792164360591
7,1501.28,1605.6622131199686
8,1474.39,1503.7643698751758
9,1368.16,1475.1289810069104
10,1374.21,1359.324786085657
11,1292.19,1370.1709771676901
12,1029.99,1281.3135197272936
13,1220.92,1000.2797369190162
14,824.26,1213.0183206718737
15,1337.91,779.411933215535
16,999.06,1340.6086567154368
