,y,yp
0,10404.0,10371.443758501859
1,10684.0,10465.613718139322
2,10202.0,10767.931751401551
3,9998.0,10217.016631049584
4,10606.0,10002.373058104042
5,10778.0,10675.794080809812
6,10850.0,10850.833993981436
7,11186.0,10920.159057772267
8,10714.0,11276.952576484266
9,10422.0,10744.011931942627
10,10798.0,10433.51295539404
11,11106.0,10847.50434136811
12,11362.0,11177.240361956563
13,11766.0,11443.164516350053
14,10892.0,11868.84705544417
15,10698.0,10893.963986098142
16,11328.0,10700.632723383385
