,y,yp
0,152046.0,151821.58632049075
1,152802.0,153122.02003915943
2,153015.0,153828.67373731983
3,152606.0,153941.60269502993
4,152197.0,153415.42014607825
5,152051.0,152837.944510929
6,152368.0,152609.36809705035
7,152102.0,152996.49235463678
8,152119.0,152459.11349017397
9,151817.0,152631.24670045107
10,152265.0,152008.50152458448
11,153551.0,152811.1941410002
12,154389.0,154212.863234893
13,155382.0,155087.50554186344
14,156563.0,156128.63610433813
15,157887.0,157354.44485100548
16,159377.0,158731.05761102698
