,y,yp
0,99098.0,137491.93448033475
1,123147.0,91866.67696651259
2,136589.0,120341.5000159801
3,109528.0,135423.44930123992
4,88284.0,104921.5775823425
5,120652.0,82330.67810140764
6,143008.0,119154.18807594756
7,193415.0,143413.23872270735
8,222637.0,198359.5156155671
9,187172.0,229263.67740224596
10,183758.0,187185.78047363134
11,162622.0,184153.37204499866
12,110771.0,160787.86189811473
13,170540.0,103177.8004103985
14,191787.0,171343.77462241755
15,144563.0,193950.2156464312
16,124708.0,140696.9789833832
