,y,yp
0,15250.0,16157.741876556098
1,14850.0,15347.811934021234
2,16400.0,14917.378583694202
3,16250.0,16600.697994836803
4,17100.0,16408.703520744035
5,15750.0,17311.224464291117
6,16200.0,15814.049539140897
7,16350.0,16316.748034502712
8,17100.0,16473.115094708137
9,17100.0,17274.508079837542
10,17100.0,17253.462718550687
11,18650.0,17241.086800368565
12,17550.0,18893.89102023761
13,17700.0,17651.72092972421
14,19100.0,17826.368220993474
15,18350.0,19326.031378419808
16,19700.0,18490.450259640907
