,y,yp
0,129335.0,129404.79665429039
1,130988.0,130514.4007736485
2,131813.0,132177.92435322917
3,133598.0,132913.2303469038
4,134783.0,134760.34510444876
5,133817.0,135924.29800331325
6,130508.0,134706.05977187006
7,129056.0,130879.30896610658
8,127162.0,129274.45184240489
9,125270.0,127229.12542551308
10,123742.0,125363.42546203689
11,123132.0,123801.12730684095
12,121572.0,123200.34401139192
13,121805.0,121380.99368484996
14,122269.0,121905.40320831344
15,123042.0,122466.20606465089
16,123887.0,123323.00613329346
