,y,yp
0,11134.0,10945.915304901753
1,11194.5,11286.524167555915
2,11239.5,11331.313456473888
3,11732.5,11364.978090084243
4,12065.0,11893.754224612578
5,12384.5,12237.337848725427
6,12882.0,12567.189016552253
7,12980.5,13092.621090171104
8,13024.5,13164.102900873238
9,13406.5,13187.610913355427
10,13657.5,13595.476462141229
11,13948.5,13849.686957486583
12,14741.5,14147.501088394563
13,14715.0,14997.720009287084
14,14742.5,14904.234722980678
15,15037.5,14919.856911126204
16,15186.5,15238.703722276357
