,y,yp
0,30193.0,31181.922126958078
1,29931.0,30402.938039363144
2,29292.0,30105.775882898233
3,28566.0,29368.529493524406
4,30951.0,28590.423566172296
5,28842.0,31224.488021784047
6,30362.0,28818.986111317772
7,31482.0,30561.243877675966
8,27745.0,31735.99219707732
9,26710.0,27608.716889666706
10,33298.0,26598.714893464014
11,32359.0,33679.68052699276
12,32064.0,32589.286686663283
13,31530.0,32260.20246786665
14,30870.0,31675.43529857194
15,28927.0,30955.569254769114
16,32332.0,28843.144664023188
