,y,yp
0,12589.2,16559.496151913827
1,14735.4,12573.24308917612
2,11770.4,14986.691489373814
3,14829.4,11681.582016449825
4,12929.5,15071.296746961169
5,11782.5,12935.420650501917
6,2097.28,11712.725980692408
7,12190.4,1025.5598910576327
8,12448.6,12352.822601119344
9,11943.3,12549.567207063603
10,7941.45,11957.157375910305
11,13371.6,7493.030341151447
12,13213.0,13534.394528703164
13,7755.19,13309.497320590577
14,17338.9,7317.503048816027
15,17535.7,17732.112082366606
16,6116.65,17843.983662953888
