,y,yp
0,11348.5,11567.034775038985
1,11641.5,11392.300186870476
2,11973.5,11706.910910548158
3,11983.5,12052.81243831594
4,12170.5,12056.208076953882
5,12405.5,12246.778600088343
6,12236.0,12487.584801867768
7,12300.5,12299.762048627737
8,12358.0,12368.120212743626
9,12392.5,12426.011863717133
10,12596.5,12458.949034488936
11,12743.0,12670.662738742436
12,12876.0,12819.4430841788
13,13415.0,12953.473386529935
14,12883.0,13512.50645578505
15,13105.0,12930.026399598204
16,13098.0,13175.155255508564
