,y,yp
0,56067.3,132095.8718804279
1,161078.0,47977.10971850358
2,166453.0,161709.06447696433
3,165270.0,166937.8721424842
4,157343.0,165465.22991166776
5,148412.0,156897.50443300192
6,158273.0,147420.14287848925
7,162743.0,158126.49841848412
8,146451.0,162817.9775339168
9,192894.0,145152.35912603277
10,161577.0,194547.90236760132
11,164628.0,160278.66943285192
12,47667.8,164208.5742448303
13,147947.0,38654.519445756756
14,234291.0,147634.90935194818
15,241178.0,237490.27205210985
16,226466.0,244043.63686235878
