,y,yp
0,24783.0,21679.528585016535
1,25923.0,24732.020259702997
2,20796.0,25950.338029942504
3,21257.0,20384.198612852524
4,23026.0,20997.232902377833
5,26802.0,22940.312990244664
6,25358.0,26975.377276444076
7,27267.0,25362.75329327629
8,32287.0,27403.344493133747
9,31038.0,32688.408500111072
10,27664.0,31300.926588759135
11,26828.0,27644.119582762232
12,22133.0,26768.054465328674
13,26347.0,21658.74020209845
14,22300.0,26362.789480724878
15,21400.0,21906.27415335179
16,26100.0,21080.08259652773
