,y,yp
0,24694.0,25784.4201566404
1,23950.0,24844.00511923747
2,23142.0,24035.75998961397
3,22535.0,23128.285914354732
4,24106.0,22521.487824531046
5,22150.0,24280.982630957114
6,23065.0,22021.121761637936
7,23418.0,23107.207453420444
8,20251.0,23502.194764334017
9,19817.0,19968.61475325487
10,24681.0,19617.727264319896
11,23826.0,24911.521825278753
12,23266.0,23913.087193908363
13,22191.0,23314.581785999606
14,22010.0,22113.451477221206
15,20443.0,22003.11520392597
16,22831.0,20269.862498582985
