,y,yp
0,173241.0,172313.4682053044
1,172605.0,174791.32500455633
2,173026.0,173797.10288996203
3,170950.0,174215.02518163345
4,166865.0,171575.2443278578
5,166596.0,167272.1120382343
6,168070.0,166847.2919110516
7,164116.0,168763.92424715287
8,167687.0,163829.5276457523
9,167995.0,168339.94008653026
10,170625.0,168611.91764867536
11,173802.0,171497.49061942744
12,176001.0,174855.60015071064
13,177475.0,177094.14795404833
14,178621.0,178572.54535059715
15,178119.0,179675.54021698274
16,181647.0,179037.2877902293
